id,name,geocode_status,resolution_level,anchor_approved,geocode_error,score,matched_query,city,region,lat,lng,matched_address,image_status,image_file,image_match_score,image_search,image_source,image_license,generated_update
508b35ff-c7c5-42c2-8add-7ca23943c516,Dunkur Palace (Queen Sheba Palace Ruins - Axum),anchor,anchor,False,,0.733,"dunkur, Ethiopia",,Amhara,11.98333,35.91667,"Dunkur, North Gondar, Amhara Region, Ethiopia",disabled,,,,,,False
50ddc07c-4b8b-444d-98e5-fd3e873baa73,Zuqualla Abo Monastery,anchor,anchor,True,,0.777,"zuqualla, Ethiopia",,Oromia,8.5396564,38.8539547,"Mount Zuqualla, East Shewa, Oromia Region, Ethiopia",disabled,,,,,,True
50e621f5-c06b-44ca-a149-a7047ffeea6d,Bishoftu Babogaya Resort Spa,anchor,anchor,True,,0.747,"babogaya, Ethiopia",Bishoftu,Oromia,8.7873711,38.9931534,"Lake Babogaya, Bishoftu, East Shewa, Oromia Region, Ethiopia",disabled,,,,,,True
50ec4e15-a707-45aa-81c8-cc3ef3910027,St. Pauls Hospital Millennium Medical College,anchor,anchor,False,,0.72,"college, Ethiopia",Kelela,Amhara,10.5891515,39.0074822,"college, gragre wuha road, Kelela, South Wollo, Amhara Region, Ethiopia",disabled,,,,,,False
51071284-8440-4876-a880-f5b6ab994788,Lake Ardibo Boat Tour Points,anchor,anchor,False,,0.749,"wolo, Ethiopia",Wolo Afa,Oromia,9.2978998,36.2430543,"Wolo Afa, East Wellega, Oromia Region, Ethiopia",disabled,,,,,,False
5145d237-df84-4487-8305-8d963ab90df2,Hyatt Regency Plaza & Public Spaces,anchor,anchor,True,,0.72,"hyatt regency, Ethiopia",Kirkos,Addis Ababa,9.0100868,38.7640678,"Hyatt Regency Addis Ababa, Meskel Square, Meshuwalekiya, Kirkos, Addis Ababa, 1138, Ethiopia",disabled,,,,,,True
5197bc40-3281-43da-a673-f9d748b3a586,Holy Trinity Cathedral (Tomb of Emperor Haile Selassie I),anchor,anchor,True,,0.785,"holy trinity, Ethiopia",Addis Ababa,Addis Ababa,9.0308012,38.7664911,"Holy Trinity Cathedral, Queen Elizabeth Street, Arat Kilo, Addis Ababa, Arada, Addis Ababa, 1415, Ethiopia",disabled,,,,,,True
51c2c3e9-5372-43ed-bc2f-17a4bbb78ceb,Awash River Canyon Rafting,anchor,anchor,False,,0.813,"awash, Ethiopia",,,9.9749582,40.3904199,"Awash, Ethiopia",disabled,,,,,,False
5260d359-4f38-44d1-a730-141993657869,Menagesha Flower & Horticulture Estates,anchor,anchor,True,,0.752,"menagesha, Ethiopia",Menagesha,Oromia,9.0543794,38.5707238,"Menagesha, Walmara, West Shewa, Oromia Region, Ethiopia",disabled,,,,,,True
5285c71e-fbab-44fb-8c0b-df9520888f65,Four Sisters Cultural Restaurant,anchor,anchor,True,,0.72,"four sisters gondar, Ethiopia",Gonder,Amhara,12.614713,37.4739339,"Inn of the Four Sisters, Piazza Bilko, Piazza, Gonder, North Gondar, Amhara Region, 6200, Ethiopia",disabled,,,,,,True
52b26f43-475d-4d78-a552-facb4e03fabe,Sor Waterfall Deep Rainforest Surge,anchor,anchor,False,,0.733,"sor, Ethiopia",,Oromia,8.41667,35.75,"Sor Na Geba Awraja, Illubabor, Oromia Region, Ethiopia",disabled,,,,,,False
52fbab69-5002-454a-8f9f-324fea06921f,Azwa Mariam Monastery,existing,,False,,,,,,,,,disabled,,,,,,False
533d6499-29f2-4de3-9375-9a2232e06abb,Ethiopian Skylight Hotel Public Complex,anchor,anchor,True,,0.72,"skylight, Ethiopia",Bole,Addis Ababa,8.9869542,38.7890925,"Ethiopian Skylight Hotel, Block C, D & E, Ring Road, Bole, Addis Ababa, 1044, Ethiopia",disabled,,,,,,True
53565fc0-504d-4912-8f79-a41d123b49e3,Gambella Wetland & Baro River Ecosystem,anchor,anchor,True,,0.799,"gambela, Ethiopia",Gambela,Gambela,8.2503656,34.5877344,"Gambela, Agnuak, Gambela Region, Ethiopia",disabled,,,,,,True
5379dcb1-0f39-45e7-bccb-7d4727f09d13,Azwamariam Monastery,anchor,anchor,False,,0.785,"monastery, Ethiopia",Debre Libanos,Oromia,9.7120303,38.8475576,"Debre Libanos Monastery, Debre Libanos 2 Port. Bridge, Debre Libanos, North Shewa (Oromia Region), Oromia Region, Ethiopia",disabled,,,,,,False
53988fe3-e258-428d-bcb5-366604c5762f,Haile Selassie I University (AAU Main Campus) Heritage Grounds,anchor,anchor,True,,0.72,"aau, Ethiopia",Kirkos,Addis Ababa,9.013432,38.7497422,"AAU College of Commercial, Ras Abebe Aregay Street, Beherawi, Kirkos, Addis Ababa, 3131, Ethiopia",disabled,,,,,,True
53e13fe6-dfd5-4af9-ba94-2903d804bc65,Lake Ziway Island Hopping Kayak Trail,review,review,False,,0.083,"ziway, Ethiopia",Batu,Oromia,7.9358063,38.7164929,"Batu, East Shewa, Oromia Region, Ethiopia",disabled,,,,,,False
544f41b1-1430-4fff-8ef4-40d0d52eb250,Wushwush Tea Plantation Eco-Estates,anchor,anchor,True,,0.749,"wushwush, Ethiopia",Wushwush,South West Ethiopia Peoples,7.3004291,36.1404862,"Wushwush, Kafa, South West Ethiopia Peoples, Ethiopia",disabled,,,,,,True
5482603e-a19e-4002-a832-caa4c20f30dd,Konso Walled Cultural Villages,anchor,anchor,True,,0.733,"konso, Ethiopia",,South Ethiopia Regional State,5.25,37.5,"Konso, Segen Peoples', South Ethiopia Regional State, Ethiopia",disabled,,,,,,True
