id,name,geocode_status,resolution_level,anchor_approved,geocode_error,score,matched_query,city,region,lat,lng,matched_address,image_status,image_file,image_match_score,image_search,image_source,image_license,generated_update
a054f916-a89b-4c4a-9799-236911eb8713,Inter Luxury Hotel Wellness & Thermal Facilities,anchor,anchor,False,,0.72,"inter, Ethiopia",Bole,Addis Ababa,9.0060961,38.8111966,"Etab Inter medica, Egzabheraab To Mebrathail, Gerji, Bole, Addis Ababa, 2310, Ethiopia",disabled,,,,,,False
a0f2eee3-35df-4e97-9555-49952c8adeb1,Tendaho Reservoir Boat Circuit,anchor,anchor,False,,0.747,"tendaho reservoir, Ethiopia",Tendaho,Afar,11.5148566,40.9301381,"Tendaho Reservoir, Tendaho, Zone 1, Afar Region, Ethiopia",disabled,,,,,,False
a0fc6e0a-530d-4b95-8df7-035f22f57412,United Nations Economic Commission for Africa (ECA),anchor,anchor,False,,0.72,"un eca, Ethiopia",Kirkos,Addis Ababa,9.0147265,38.767437,"UN ECA Zambezi building, Joseph Tito Street, Kazanchis, Kirkos, Addis Ababa, 9568, Ethiopia",disabled,,,,,,False
a11a9666-01ed-422b-a2fd-6ad6a125a4b3,Wenchi Crater Lake Eco-Village,anchor,anchor,False,,0.72,"wenchi crater, Ethiopia",Ambo Zuria,Oromia,8.7875309,37.8843326,"Wenchi Crater Lake viewpoint, Fincha Trail, Ambo Zuria, South West Shewa, Oromia Region, Ethiopia",disabled,,,,,,False
a1501a3d-7c66-4936-aa94-f785ea092633,Mekelle City Center & Romanat Square,anchor,anchor,False,,0.733,"romanat square, Ethiopia",Mek'elē,Tigray,13.4929955,39.4729467,"Romanat Square, Maqale, Mek'elē, Tigray, 1547, Ethiopia",disabled,,,,,,False
a1a647e8-8e96-4985-81b5-841922a1c9f9,Kaldis Coffee Outlets Circuit,anchor,anchor,False,,0.72,"kaldis, Ethiopia",Gulale,Addis Ababa,9.0853416,38.7383628,"Kaldis, Kuriftu Rd., Gulale, Addis Ababa, 9837, Ethiopia",disabled,,,,,,False
a1ef5df7-cce4-45d0-ba46-7f308e494537,Lake Boyo Wetlands (Cranes & Waterfowl),anchor,anchor,False,,0.741,"wetlands, Ethiopia",Hawassa,Sidama,7.0565734,38.5645095,"Cheleleka Wetlands, Hawassa, West Arsi, Sidama, Ethiopia",disabled,,,,,,False
a209eb52-7fa4-43cf-97f8-891e26770368,Turmi Hamer Weekly Market,anchor,anchor,False,,0.77,"turmi, Ethiopia",Turmi,South Ethiopia Regional State,4.96835,36.487794,"Turmi, South Omo, South Ethiopia Regional State, Ethiopia",disabled,,,,,,False
a2136268-1ca5-4b7b-869d-a6c4ba461aa8,Daga Estifanos Monastery,existing,,False,,,,,,,,,disabled,,,,,,False
a2b6930f-8f3e-4366-a66e-b58fb09c9354,Korean Hospital (MCM - Myungsung Christian Medical Center),anchor,anchor,False,,0.72,"mcm, Ethiopia",Bole,Addis Ababa,8.9985133,38.8092576,"MCM, Egzabheraab To Mebrathail, Gerji, Bole, Addis Ababa, 2310, Ethiopia",disabled,,,,,,False
